question,answer,class_1,class_2,vector_database_result,reranker_result
Почему сменили категорию без моего ведома?,"Причина изменения категории вашего видеоролика может быть связана с внутренними процессами видеосервиса. Если вы заметили, что категория вашего видео изменилась без вашего ведома, это может быть связано с автоматическими системами, которые контролируют соответствие контента определенным требованиям. Рекомендуем вам обратиться в службу поддержки RUTUBE для получения более подробной информации о конкретной ситуации.",МОДЕРАЦИЯ,Смена категории/возрастные ограничения,"['Почему изменилась категория у моего видео?', 'Почему изменена категория у моего видеоролика?', 'Как изменить мой ролик?']","[['Почему изменена категория у моего видеоролика?', 0.797766923904419], ['Почему изменилась категория у моего видео?', 0.7595868110656738], ['Как изменить мой ролик?', 0.0019119932549074292]]"
Не могу нати кнопки включения субтитров,Я не знаю.,ВИДЕО,Управление плеером,"['Как включить субтитры в видео?', 'Правила размещения субтитров', 'Доступны ли субтитры в записи трансляций?']","[['Как включить субтитры в видео?', 0.012659149244427681], ['Правила размещения субтитров', 0.009493879973888397], ['Доступны ли субтитры в записи трансляций?', 0.0017156123649328947]]"
"Хочу посмотреть видео с субтитрами, куда жать?","Чтобы посмотреть видео с субтитрами на RUTUBE, вам нужно включить субтитры. Для этого обычно есть кнопка или меню в интерфейсе плеера, где можно активировать субтитры. Если вы не можете найти эту опцию, проверьте настройки видео или обратитесь к справке сервиса для получения более подробной информации.",ВИДЕО,Управление плеером,"['Как включить субтитры в видео?', 'Доступны ли субтитры в записи трансляций?', 'Доступны ли субтитры во время трансляций?']","[['Как включить субтитры в видео?', 0.0034484544303268194], ['Доступны ли субтитры в записи трансляций?', 0.0014436219353228807], ['Доступны ли субтитры во время трансляций?', 0.001284357043914497]]"
Какую технологию вы используете для субтитров?,Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Какие субтитры используются в RUTUBE?', 'Как включить субтитры в видео?', 'Что такое автоматические субтитры?']","[['Какие субтитры используются в RUTUBE?', 0.07013124227523804], ['Как включить субтитры в видео?', 0.0014749517431482673], ['Что такое автоматические субтитры?', 0.0012849877821281552]]"
У вас встроенные субтитры или сгенерированые?,"На RUTUBE доступны автоматические субтитры, которые генерируются системой. Однако, информация о встроенных субтитрах в документации не представлена.",ВИДЕО,Управление плеером,"['Что такое автоматические субтитры?', 'Как включить субтитры в видео?', 'Доступны ли субтитры в записи трансляций?']","[['Как включить субтитры в видео?', 0.2647259533405304], ['Доступны ли субтитры в записи трансляций?', 0.15935146808624268], ['Что такое автоматические субтитры?', 0.007831853814423084]]"
Какой вид субтитров у вас? Сами генерите или надо закачивать?,"В RUTUBE используются как автоматические субтитры, так и возможность загружать собственные. Автоматические субтитры генерируются автоматически, но пользователи также могут закачивать свои субтитры для видео.",ВИДЕО,Управление плеером,"['Как включить субтитры в видео?', 'Что такое автоматические субтитры?', 'Какие субтитры используются в RUTUBE?']","[['Как включить субтитры в видео?', 0.09026142954826355], ['Какие субтитры используются в RUTUBE?', 0.030269034206867218], ['Что такое автоматические субтитры?', 0.0025138622149825096]]"
Автосубтитры? Это как?,"Автоматические субтитры — это функция, которая позволяет системе автоматически генерировать субтитры для видеоконтента на основе аудиодорожки. Это может быть особенно полезно для улучшения доступности видео и облегчения восприятия информации зрителями. К сожалению, в предоставленных фрагментах документации нет подробной информации о процессе работы или настройках автоматических субтитров.",ВИДЕО,Загрузка видео,"['Что такое автоматические субтитры?', 'Как включить субтитры в видео?', 'Доступны ли субтитры во время трансляций?']","[['Что такое автоматические субтитры?', 0.001040177303366363], ['Как включить субтитры в видео?', 0.0010384094202890992], ['Доступны ли субтитры во время трансляций?', 0.0010330150835216045]]"
Что за автоматические субтитры?,"Автоматические субтитры — это функция, которая позволяет автоматически генерировать текстовое содержание для видео на основе аудиотрека. Эти субтитры могут помочь зрителям лучше понять содержание видео, особенно если речь идет о сложных терминах или акцентах.",ВИДЕО,Загрузка видео,"['Что такое автоматические субтитры?', 'Как включить субтитры в видео?', 'Какие субтитры используются в RUTUBE?']","[['Что такое автоматические субтитры?', 0.9716804027557373], ['Какие субтитры используются в RUTUBE?', 0.0011518340324983], ['Как включить субтитры в видео?', 0.0010702320141717792]]"
"Какие у вас правила для того, чтобюы я мог добавить субтитры?","Чтобы добавить субтитры на RUTUBE, необходимо соблюдать определенные правила размещения субтитров. К сожалению, конкретные детали этих правил не были предоставлены в доступной документации. Я рекомендую ознакомиться с официальными правилами на сайте RUTUBE или в разделе помощи, чтобы получить актуальную информацию о требованиях к субтитрам.",ВИДЕО,Загрузка видео,"['Как включить субтитры в видео?', 'Правила размещения субтитров', 'Какие субтитры используются в RUTUBE?']","[['Правила размещения субтитров', 0.7555711269378662], ['Как включить субтитры в видео?', 0.05886786803603172], ['Какие субтитры используются в RUTUBE?', 0.013390001840889454]]"
Напишите правила для раазмещения субтитров,"Правила размещения субтитров на RUTUBE включают требования к формату и синхронизации текста с видео. Хотя конкретные детали правил не указаны в фрагментах документации, важно соблюдать общепринятые стандарты для субтитров, такие как четкость текста, правильная синхронизация с аудио и использование подходящего формата файла. 

Если вам нужны более специфические указания, пожалуйста, уточните ваш запрос.",ВИДЕО,Загрузка видео,"['Правила размещения субтитров', 'Как включить субтитры в видео?', 'Какие субтитры используются в RUTUBE?']","[['Правила размещения субтитров', 0.8745777606964111], ['Как включить субтитры в видео?', 0.06039775162935257], ['Какие субтитры используются в RUTUBE?', 0.0030735766049474478]]"
Какие правила размещения субтитров,"Правила размещения субтитров на RUTUBE включают в себя требования к формату, синхронизации с видео и стилю оформления. Субтитры должны быть четкими, хорошо читаемыми и соответствовать содержанию видео. Также необходимо учитывать временные коды, чтобы субтитры отображались синхронно с речью.",ВИДЕО,Загрузка видео,"['Правила размещения субтитров', 'Как включить субтитры в видео?', 'Какие субтитры используются в RUTUBE?']","[['Правила размещения субтитров', 0.9628640413284302], ['Какие субтитры используются в RUTUBE?', 0.04392668232321739], ['Как включить субтитры в видео?', 0.014939273707568645]]"
Можено в трансляции включить субтитры?,"Да, в трансляции можно включить субтитры. Информация о субтитрах доступна как в записи трансляций, так и во время самих трансляций.",ПРЕДЛОЖЕНИЯ,Плеер,"['Доступны ли субтитры в записи трансляций?', 'Доступны ли субтитры во время трансляций?', 'Как включить субтитры в видео?']","[['Доступны ли субтитры в записи трансляций?', 0.9730177521705627], ['Доступны ли субтитры во время трансляций?', 0.9675946235656738], ['Как включить субтитры в видео?', 0.8874620199203491]]"
Доступен ли функционал субтитров трансляции?,"Да, функционал субтитров доступен как в записи трансляций, так и во время трансляций. Вы можете включать субтитры для улучшения восприятия контента.",ПРЕДЛОЖЕНИЯ,Плеер,"['Доступны ли субтитры в записи трансляций?', 'Доступны ли субтитры во время трансляций?', 'Как включить субтитры в видео?']","[['Доступны ли субтитры в записи трансляций?', 0.9725667238235474], ['Доступны ли субтитры во время трансляций?', 0.9597734212875366], ['Как включить субтитры в видео?', 0.003486055415123701]]"
В записи трансляции появятся субтитры?,"Да, в записи трансляций будут доступны субтитры.",ПРЕДЛОЖЕНИЯ,Плеер,"['Доступны ли субтитры в записи трансляций?', 'Доступны ли субтитры во время трансляций?', 'Как включить субтитры в видео?']","[['Доступны ли субтитры в записи трансляций?', 0.9718652367591858], ['Доступны ли субтитры во время трансляций?', 0.9421139359474182], ['Как включить субтитры в видео?', 0.36053207516670227]]"
Есть ли субтитры для записи трансляции?,"Субтитры доступны только во время трансляций, но не предусмотрены для записей трансляций.",ПРЕДЛОЖЕНИЯ,Плеер,"['Доступны ли субтитры в записи трансляций?', 'Доступны ли субтитры во время трансляций?', 'Есть ли реклама на трансляциях?']","[['Доступны ли субтитры в записи трансляций?', 0.9797818660736084], ['Доступны ли субтитры во время трансляций?', 0.9747714400291443], ['Есть ли реклама на трансляциях?', 0.002013173885643482]]"
После того как трансляция сохраниться будут ли субтитры?,"Согласно документации, субтитры доступны в записи трансляций. Таким образом, после сохранения трансляции, субтитры будут доступны.",ПРЕДЛОЖЕНИЯ,Плеер,"['Доступны ли субтитры во время трансляций?', 'Доступны ли субтитры в записи трансляций?', 'Сохранится ли приватная трансляция?']","[['Доступны ли субтитры во время трансляций?', 0.6115745902061462], ['Доступны ли субтитры в записи трансляций?', 0.49349433183670044], ['Сохранится ли приватная трансляция?', 0.017106255516409874]]"
Можно скачать видео на свой ПК?,Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли загружать видео на RUTUBE с YouTube?']","[['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 0.8930709958076477], ['Можно ли скачать видео с RUTUBE?', 0.04531500115990639], ['Можно ли загружать видео на RUTUBE с YouTube?', 0.009482295252382755]]"
Можно ли скачивать видео к себе на компьютер?,"Согласно документации, возможность скачивания видеороликов с RUTUBE на компьютер не подтверждается. Таким образом, я не знаю, можно ли скачивать видео к себе на компьютер.",ОТСУТСТВУЕТ,Отсутствует,"['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли в приложении Студия RUTUBE создавать и загружать видео?']","[['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 0.8467462062835693], ['Можно ли скачать видео с RUTUBE?', 0.052979473024606705], ['Можно ли в приложении Студия RUTUBE создавать и загружать видео?', 0.005130271892994642]]"
"Хочу скачать видео на ноутбук, это можно сделать?",Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 'Можно ли скачать видео с RUTUBE?', 'Можно ли загружать видео на RUTUBE с YouTube?']","[['Могу ли я скачать видеоролик с RUTUBE на свой компьютер?', 0.4607701003551483], ['Можно ли скачать видео с RUTUBE?', 0.027899689972400665], ['Можно ли загружать видео на RUTUBE с YouTube?', 0.0016250057378783822]]"
Как изменить видеоролик?,"Чтобы изменить видеоролик на RUTUBE, вам следует выполнить следующие шаги. К сожалению, в предоставленных фрагментах документации нет конкретной информации о процессе изменения видеороликов. Я рекомендую обратиться к разделу помощи на сайте RUTUBE для получения более детальной информации.",ВИДЕО,Загрузка видео,"['Как изменить мой ролик?', 'Как изменить мой ролик?', 'Как изменить порядок видео на канале?']","[['Как изменить мой ролик?', 0.7331324815750122], ['Как изменить мой ролик?', 0.7331324815750122], ['Как изменить порядок видео на канале?', 0.3196377456188202]]"
Как мне изменить мой ролик?,"Чтобы изменить ваш ролик на RUTUBE, вам необходимо воспользоваться функцией редактирования, которая доступна в вашем аккаунте. Для этого перейдите в раздел управления вашими видео, найдите нужный ролик и выберите опцию редактирования. После внесения необходимых изменений не забудьте сохранить изменения, чтобы они вступили в силу.",ВИДЕО,Загрузка видео,"['Как изменить мой ролик?', 'Как изменить мой ролик?', 'Как удалить мой видеоролик?']","[['Как изменить мой ролик?', 0.8831179141998291], ['Как изменить мой ролик?', 0.8831177353858948], ['Как удалить мой видеоролик?', 0.024291299283504486]]"
что за 18+ рядом с моим видео? Как убрать?,"Значок «18+» рядом с вашим видео указывает на то, что контент может быть неподходящим для зрителей младше 18 лет. Чтобы убрать этот значок, вам необходимо изменить настройки видео. Обычно это делается в разделе редактирования видео, где вы можете указать возрастные ограничения или удалить их. Если у вас возникли сложности, обратитесь к справке RUTUBE для получения более детальной информации.",МОДЕРАЦИЯ,Смена категории/возрастные ограничения,"['На моем видео стоит значок «18+». Что это значит и как это убрать?', 'На моем видеоролике стоит значок «18+». Что это значит и как это убрать?', 'Как удалить видео?']","[['На моем видео стоит значок «18+». Что это значит и как это убрать?', 0.9329806566238403], ['На моем видеоролике стоит значок «18+». Что это значит и как это убрать?', 0.91569584608078], ['Как удалить видео?', 0.0170070119202137]]"
Уберите значек 18+ что это вообще такое,"Значок «18+» на вашем видеоролике указывает на то, что контент предназначен для аудитории старше 18 лет. Чтобы убрать этот значок, вам нужно изменить настройки контента в вашем видео. Однако, конкретные шаги для удаления значка из видео могут не быть описаны в документации. Если у вас есть дополнительные вопросы о том, как это сделать, пожалуйста, уточните.",МОДЕРАЦИЯ,Смена категории/возрастные ограничения,"['На моем видео стоит значок «18+». Что это значит и как это убрать?', 'На моем видеоролике стоит значок «18+». Что это значит и как это убрать?', 'Монетизируется ли контент с отметкой 18+?']","[['На моем видеоролике стоит значок «18+». Что это значит и как это убрать?', 0.8732763528823853], ['На моем видео стоит значок «18+». Что это значит и как это убрать?', 0.8387783765792847], ['Монетизируется ли контент с отметкой 18+?', 0.6631697416305542]]"
"Я ухочу удалить видео, как это сделать?","Чтобы удалить видео на RUTUBE, вам нужно выполнить следующие шаги:

1. Перейдите в раздел ""Мои видео"" на вашем аккаунте.
2. Найдите видео, которое вы хотите удалить.
3. Нажмите на кнопку ""Удалить"" рядом с выбранным видео.
4. Подтвердите удаление, если потребуется.

После выполнения этих действий ваше видео будет удалено.",УПРАВЛЕНИЕ АККАУНТОМ,Удаление аккаунта,"['Как удалить видео?', 'Как удалить мой видеоролик?', 'Я хочу удалить свой аккаунт. Как это сделать?']","[['Как удалить мой видеоролик?', 0.10512100905179977], ['Как удалить видео?', 0.04628228023648262], ['Я хочу удалить свой аккаунт. Как это сделать?', 0.005553478840738535]]"
как удалить собственное видео?,"Чтобы удалить собственное видео на RUTUBE, вам нужно выполнить следующие шаги:

1. Перейдите в раздел ""Мои видео"".
2. Найдите видео, которое вы хотите удалить.
3. Нажмите на кнопку ""Удалить"" рядом с выбранным видео.
4. Подтвердите действие, если потребуется.

После выполнения этих шагов, ваше видео будет удалено из вашего аккаунта.",ВИДЕО,Загрузка видео,"['Как удалить видео?', 'Как удалить мой видеоролик?', 'Как пожаловаться на видео, если оно нарушает авторские права?']","[['Как удалить видео?', 0.3050210475921631], ['Как удалить мой видеоролик?', 0.08572094142436981], ['Как пожаловаться на видео, если оно нарушает авторские права?', 0.001051617320626974]]"
"у меня на телевизоре появился код, куда его ввести?","Когда в приложении RUTUBE для SmartTV на экране телевизора появляется код, он предназначен для привязки устройства к вашему аккаунту. Чтобы его ввести, вам нужно перейти на сайт RUTUBE, где будет соответствующее поле для ввода кода. После ввода кода устройство будет связано с вашим аккаунтом, и вы сможете использовать все функции приложения.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Как добавить тайм-коды под видео?', 'Как включить субтитры в видео?']","[['В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 0.970843493938446], ['Как добавить тайм-коды под видео?', 0.038120709359645844], ['Как включить субтитры в видео?', 0.0011053633643314242]]"
Зачем мне код на телевизоре куда его вводить?,"Код, который появляется на экране телевизора в приложении RUTUBE для SmartTV, нужен для привязки устройства к вашему аккаунту. Вы должны ввести этот код на сайте RUTUBE, чтобы завершить процесс авторизации и получить доступ к контенту на вашем телевизоре.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 'Как включить субтитры в видео?', 'Как добавить тайм-коды под видео?']","[['В приложении RUTUBE для SmartTV на экране телевизора появляется код. Зачем он нужен и куда его ввести?', 0.9366773366928101], ['Как добавить тайм-коды под видео?', 0.007571412716060877], ['Как включить субтитры в видео?', 0.0010712719522416592]]"
Как оформить платную подписку и что она дает7,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Платный контент,"['Что дает платная подписка? Как оформить?', 'Как мне лучше оформить свой канал?', 'Как мне получать донаты за публикации?']","[['Что дает платная подписка? Как оформить?', 0.7491924166679382], ['Как мне получать донаты за публикации?', 0.0011374879395589232], ['Как мне лучше оформить свой канал?', 0.001082268194295466]]"
Что такое платная подписка?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Платный контент,"['Что дает платная подписка? Как оформить?', 'Что такое приватная трансляция на RUTUBE?', 'Что такое автоматические субтитры?']","[['Что дает платная подписка? Как оформить?', 0.0792100802063942], ['Что такое приватная трансляция на RUTUBE?', 0.0011740474728867412], ['Что такое автоматические субтитры?', 0.0010318775894120336]]"
"списали деньги за какую-то подписку, я ничего не продлевал?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Платный контент,"['С меня сняли деньги за подписку, хотя я ее не продлевал.', 'Что дает платная подписка? Как оформить?', 'Как мне получать донаты за публикации?']","[['С меня сняли деньги за подписку, хотя я ее не продлевал.', 0.9285300374031067], ['Как мне получать донаты за публикации?', 0.0014768379041925073], ['Что дает платная подписка? Как оформить?', 0.0011221616296097636]]"
"За что списали деньги по подписке, я ничего не продлевал!","Согласно документации, если с вас сняли деньги за подписку, хотя вы ее не продлевали, это может быть связано с автоматическим продлением подписки, которое происходит по умолчанию. Проверьте настройки вашей учетной записи, чтобы убедиться, что автоматическое продление отключено, если вы не хотите продолжать подписку. Если у вас есть дополнительные вопросы, рекомендуется обратиться в службу поддержки сервиса.",УПРАВЛЕНИЕ АККАУНТОМ,Платный контент,"['С меня сняли деньги за подписку, хотя я ее не продлевал.', 'Что дает платная подписка? Как оформить?', 'Как мне получать донаты за публикации?']","[['С меня сняли деньги за подписку, хотя я ее не продлевал.', 0.9104437828063965], ['Как мне получать донаты за публикации?', 0.0014084680005908012], ['Что дает платная подписка? Как оформить?', 0.0013029675465077162]]"
"Видео не соответствует вашим правилам, как пожаловаться?",Я не знаю.,МОДЕРАЦИЯ,Запрещенный контент,"['Как пожаловаться на видео, если оно нарушает авторские права?', 'При загрузке видео возникает ошибка. Что делать?', 'Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.']","[['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 0.7832108736038208], ['Как пожаловаться на видео, если оно нарушает авторские права?', 0.6711945533752441], ['При загрузке видео возникает ошибка. Что делать?', 0.010377554222941399]]"
Этот ролик нарушает закон,"Если вы нашли на RUTUBE ролик, который нарушает правила или противоречит законам РФ, вы можете сообщить об этом.",МОДЕРАЦИЯ,Запрещенный контент,"['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 'Это мой ролик, я не давал разрешение на его публикацию.', 'Не могу посмотреть ролик в хорошем качестве']","[['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 0.9443044662475586], ['Это мой ролик, я не давал разрешение на его публикацию.', 0.016687558963894844], ['Не могу посмотреть ролик в хорошем качестве', 0.0012388544855639338]]"
"Есть видео у вас, которые противоречат законам рф, что сделать?","Если вы нашли видео на RUTUBE, которое нарушает правила или противоречит законам Российской Федерации, вам следует подать жалобу на это видео. Процесс подачи жалобы обычно описан на платформе в разделе, посвященном нарушениям правил или закона.",МОДЕРАЦИЯ,Запрещенный контент,"['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 'Как пожаловаться на видео, если оно нарушает авторские права?', 'Что значит «Ваше видео отклонено»?']","[['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 0.8152490854263306], ['Как пожаловаться на видео, если оно нарушает авторские права?', 0.033387716859579086], ['Что значит «Ваше видео отклонено»?', 0.0014376676408573985]]"
"Удалите мой ролик, я не давал разрешение на публикацию",Я не знаю.,МОДЕРАЦИЯ,Нарушение авторских прав,"['Это мой ролик, я не давал разрешение на его публикацию.', 'Как удалить мой видеоролик?', 'Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.']","[['Это мой ролик, я не давал разрешение на его публикацию.', 0.9493563771247864], ['Как удалить мой видеоролик?', 0.13214291632175446], ['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 0.019953101873397827]]"
Моё видео опубликовали без спроса,Я не знаю.,МОДЕРАЦИЯ,Нарушение авторских прав,"['Это мой ролик, я не давал разрешение на его публикацию.', 'Как удалить мой видеоролик?', 'Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?']","[['Это мой ролик, я не давал разрешение на его публикацию.', 0.5074530839920044], ['Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 0.028070729225873947], ['Как удалить мой видеоролик?', 0.004077628720551729]]"
"Я не побликовал этот ролик, он мой",Я не знаю.,МОДЕРАЦИЯ,Нарушение авторских прав,"['Это мой ролик, я не давал разрешение на его публикацию.', 'Не могу посмотреть ролик в хорошем качестве', 'Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.']","[['Это мой ролик, я не давал разрешение на его публикацию.', 0.8508225083351135], ['Не могу посмотреть ролик в хорошем качестве', 0.7923381328582764], ['Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 0.4779791235923767]]"
"Пишет браузер устарел, что делать?","Если ваш браузер устарел, рекомендуется обновить его до последней версии. Это обеспечит лучшую совместимость с сервисом RUTUBE и улучшит вашу безопасность в интернете. Вы можете проверить наличие обновлений в настройках вашего браузера или загрузить последнюю версию с официального сайта.",ОТСУТСТВУЕТ,Отсутствует,"['Что делать, если мой браузер устарел?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?']","[['Что делать, если мой браузер устарел?', 0.7732141613960266], ['Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 0.18797972798347473], ['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.035499457269907]]"
"у меня старая версия браузера, что делать?",Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Что делать, если мой браузер устарел?', 'Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 'Что делать, если у меня уже нет доступа к ранее указанному адресу электронной почты?']","[['Что делать, если мой браузер устарел?', 0.15375308692455292], ['Что делать, если у меня уже нет доступа к ранее указанному адресу электронной почты?', 0.010144676081836224], ['Что делать, если производитель больше не поддерживает модель телевизора, а приложения RUTUBE нет в магазине приложений?', 0.005311948247253895]]"
Как обновить браузер?,Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Что делать, если мой браузер устарел?', 'Как сменить пароль?', 'Как очистить историю просмотра?']","[['Что делать, если мой браузер устарел?', 0.004397642333060503], ['Как сменить пароль?', 0.0014161814469844103], ['Как очистить историю просмотра?', 0.001034851185977459]]"
Какой формат видео могу загрузить?,Я не знаю.,ВИДЕО,Загрузка видео,"['Сколько видео можно загружать одновременно?', 'В каком формате нужно добавлять тайм-коды под видео?', 'Какую категорию выбрать для видео?']","[['В каком формате нужно добавлять тайм-коды под видео?', 0.012158562429249287], ['Сколько видео можно загружать одновременно?', 0.006817090790718794], ['Какую категорию выбрать для видео?', 0.001913545187562704]]"
Какое видео могу загрузить?,Я не знаю.,ВИДЕО,Загрузка видео,"['Сколько видео можно загружать одновременно?', 'Могу ли я загружать вертикальные видео?', 'Какую категорию выбрать для видео?']","[['Сколько видео можно загружать одновременно?', 0.18501722812652588], ['Могу ли я загружать вертикальные видео?', 0.11260048300027847], ['Какую категорию выбрать для видео?', 0.001160414656624198]]"
"Какие требования для загрузки, вес, качество и тд",Я не знаю.,ВИДЕО,Загрузка видео,"['Какие технические требования предъявляются к загружаемым видеороликам?', 'Какие технические требования предъявляются к загружаемым видеороликам?', 'Какие требования к обложке видео?']","[['Какие технические требования предъявляются к загружаемым видеороликам?', 0.03594792261719704], ['Какие технические требования предъявляются к загружаемым видеороликам?', 0.03594783693552017], ['Какие требования к обложке видео?', 0.0011385254329070449]]"
Технические требования для обложки видео?,"Чтобы задать обложку видео на RUTUBE, необходимо учитывать следующие требования: максимальный размер файла не должен превышать 2 МБ, а разрешение должно быть не менее 1280x720 пикселей. Рекомендуется использовать формат изображения JPEG или PNG.",ВИДЕО,Загрузка видео,"['Какие требования к обложке видео?', 'Какие требования к обложке видео?', 'Какие требования к обложке видео?']","[['Какие требования к обложке видео?', 0.9086734652519226], ['Какие требования к обложке видео?', 0.9086733460426331], ['Какие требования к обложке видео?', 0.9086732864379883]]"
Какая должна быть обложка по размеру?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Какие требования к обложке канала?', 'Какие требования к обложке канала?', 'Какие требования к обложке видео?']","[['Какие требования к обложке канала?', 0.001704458729363978], ['Какие требования к обложке канала?', 0.001704458729363978], ['Какие требования к обложке видео?', 0.0010752411326393485]]"
