question,answer,class_1,class_2,vector_database_result,reranker_result
"Здравствуйте, информается по монетизации как часто обновляется?",Я не знаю.,МОНЕТИЗАЦИЯ,Статистика по монетизации,"['Как часто обновляются данные по монетизации?', 'Как долго рассматривается заявка на монетизацию? ', 'Как долго рассматривается повторная заявка на монетизацию?', 'С какого возраста доступна монетизация?', 'С какого возраста доступна монетизация?', 'Как формируется вознаграждение за монетизацию?', 'Как подтвердить права на использование контента для монетизации?', 'Могут ли трансляции монетизироваться?', 'Для каких статусов доступна монетизация, и почему могут отключить монетизацию из-за изменения юридического статуса на видео, как этого избежать?', 'Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать?']","[['Как часто обновляются данные по монетизации?', 0.41633671522140503], ['Как долго рассматривается заявка на монетизацию? ', 0.3336160182952881], ['С какого возраста доступна монетизация?', 0.3194439709186554]]"
"Добрый день, случайно отключила рекламу и участие в партнерской программе на канале, подскажите пожалуйста, как подключить обратно?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Персонализация,"['Как подать заявку на верификацию канала?', 'Как закрепить видео на канале?', 'Как мне лучше оформить свой канал?', 'Как предоставить доступ к студии моего канала другому пользователю?', 'Как завести канал на RUTUBE?', 'Какие бывают роли в доступах к студии канала?', 'Как изменить порядок видео на канале?', 'Есть ли реклама на трансляциях?', 'Как поменять URL своего RUTUBE канала?', 'Есть ли реклама во время трансляции?']","[['Как предоставить доступ к студии моего канала другому пользователю?', 0.06389830261468887], ['Как закрепить видео на канале?', 0.03594452142715454], ['Как мне лучше оформить свой канал?', 0.01776130497455597]]"
"добрый день, я по ошибке отключил рекламу, как её включить. спасибо.",Я не знаю.,МОНЕТИЗАЦИЯ,Подключение/отключение рекламы,"['Можно ли отключить рекламу в видео?', 'Я удалил свой аккаунт, а теперь хочу восстановить его. Как это сделать?', 'Как отключить автовоспроизведение?', 'Как восстановить пароль?', 'Есть ли реклама на трансляциях?', 'Есть ли реклама во время трансляции?', 'Можно ли включить отложенную публикацию видео?', 'Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 'Как включить субтитры в видео?', 'Почему могут отключить монетизацию из-за искусственного завышения показателей на видео и как этого избежать? ']","[['Можно ли отключить рекламу в видео?', 0.8325662016868591], ['Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 0.4987792372703552], ['Я удалил свой аккаунт, а теперь хочу восстановить его. Как это сделать?', 0.05303690955042839]]"
Куда направть уведомление об исключительности прав?,Я не знаю.,МОДЕРАЦИЯ,Нарушение авторских прав,"['Куда я могу отправить уведомление об исключительности прав?', 'Как подтвердить права на использование контента для монетизации?', 'Как пожаловаться на видео, если оно нарушает авторские права?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с ограниченными правами просмотра?', 'Как подать заявку на верификацию канала?', 'Как предоставить доступ к студии моего канала другому пользователю?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с правами просмотра?', 'Как встроить на сайт приватное видео, доступное только по прямой ссылке?', 'Как включить функцию «Поддержать автора»?', 'Какие возможности взаимодействия со Студией доступны пользователю в роли Редактора с ограниченными правами?']","[['Как пожаловаться на видео, если оно нарушает авторские права?', 0.15470334887504578], ['Куда я могу отправить уведомление об исключительности прав?', 0.022561291232705116], ['Как включить функцию «Поддержать автора»?', 0.009606833569705486]]"
"Мне нужно отправить уведомление об исключительности прав, куда это можно сделать?",Куда я могу отправить уведомление об исключительности прав?,МОДЕРАЦИЯ,Нарушение авторских прав,"['Куда я могу отправить уведомление об исключительности прав?', 'Как пожаловаться на видео, если оно нарушает авторские права?', 'Как подать заявку на верификацию канала?', 'Как подтвердить права на использование контента для монетизации?', 'Почему заявка может быть отклонена?', 'Как изменить дату отложенной публикации?', 'Как написать обращение в поддержку через приложение Студия RUTUBE? ', 'Как написать обращение в поддержку через приложение Студия RUTUBE?', 'Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 'Как предоставить доступ к студии моего канала другому пользователю?']","[['Как пожаловаться на видео, если оно нарушает авторские права?', 0.6316744685173035], ['Куда я могу отправить уведомление об исключительности прав?', 0.10058002918958664], ['Как написать обращение в поддержку через приложение Студия RUTUBE?', 0.06297267973423004]]"
Куда можно направить уведомление об исключительности прав?,Я не знаю.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации,"['Куда я могу отправить уведомление об исключительности прав?', 'Как пожаловаться на видео, если оно нарушает авторские права?', 'Как подтвердить права на использование контента для монетизации?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с ограниченными правами просмотра?', 'Как подать заявку на верификацию канала?', 'Кто такой правообладатель и как им стать?', 'Кому принадлежат авторские права на контент, который я размещаю на платформе?', 'Скольким пользователям можно предоставить права доступа на роль Пользователя с правами просмотра?', 'Сколько пользователей можно назначить на роль Редактора с ограниченными правами?', 'Где посмотреть, к каким студиям мне предоставлен доступ?']","[['Куда я могу отправить уведомление об исключительности прав?', 0.13716234266757965], ['Как пожаловаться на видео, если оно нарушает авторские права?', 0.07456521689891815], ['Где посмотреть, к каким студиям мне предоставлен доступ?', 0.009552228264510632]]"
Что за можеерация?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Как перенести видео с YouTube на RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Как эмбедировать видео с RUTUBE?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Что такое модерация на RUTUBE?']","[['Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 0.007848752662539482], ['Как перенести видео c YouTube на RUTUBE?', 0.004730346612632275], ['Можно ли удалить канал через приложение Студия RUTUBE?', 0.00467954995110631]]"
Что такое эта ваша модерация?,Я не знаю.,СОТРУДНИЧЕСТВО ПРОДВИЖЕНИЕ РЕКЛАМА,Продвижение канала,"['Как эмбедировать видео с RUTUBE?', 'Как размещать ролики на главной странице RUTUBE?', 'Как перенести видео с YouTube на RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Кем осуществляется модерация в RUTUBE?', 'Что такое модерация на RUTUBE?', 'Как завести канал на RUTUBE?', 'Что нельзя публиковать на RUTUBE?']","[['Как размещать ролики на главной странице RUTUBE?', 0.3316037952899933], ['Кем осуществляется модерация в RUTUBE?', 0.25061333179473877], ['Что такое модерация на RUTUBE?', 0.21290849149227142]]"
Что происходит во время модерации?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Как перенести видео с YouTube на RUTUBE?', 'Кем осуществляется модерация в RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Что такое трансляции (стримы) на RUTUBE?', 'Как эмбедировать видео с RUTUBE?', 'Зачем нужна регистрация на RUTUBE?']","[['Кем осуществляется модерация в RUTUBE?', 0.004799390211701393], ['Что такое трансляции (стримы) на RUTUBE?', 0.004329024814069271], ['Как перенести видео c YouTube на RUTUBE?', 0.0034703772980719805]]"
Что вы смотрите на модерации?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Что такое модерация на RUTUBE?', 'Как размещать ролики на главной странице RUTUBE?', 'Как эмбедировать видео с RUTUBE?', 'Кем осуществляется модерация в RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Что нельзя публиковать на RUTUBE?', 'Как перенести видео с YouTube на RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?']","[['Что такое модерация на RUTUBE?', 0.011495961807668209], ['Как размещать ролики на главной странице RUTUBE?', 0.005450954660773277], ['Как перенести видео c YouTube на RUTUBE?', 0.002636740216985345]]"
Кто проводит модерацию?,"Ответ: Модерация контента на RUTUBE осуществляется специальной командой, которая отвечает за соблюдение правил и стандартов платформы.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Кем осуществляется модерация в RUTUBE?', 'Что такое модерация на RUTUBE?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Кому доступно проведение трансляций (стримов) на RUTUBE?', 'Как завести канал на RUTUBE?', 'Что такое личный канал на RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Как изменить название моего канала на RUTUBE?', 'Как перенести видео с YouTube на RUTUBE?']","[['Кем осуществляется модерация в RUTUBE?', 0.8958237171173096], ['Что такое модерация на RUTUBE?', 0.8953562378883362], ['Можно ли управлять другим каналом через приложение Студия RUTUBE?', 0.18425098061561584]]"
"Как вы осушествляете модерацию, это люди или машины?","Модерация на RUTUBE осуществляется как людьми, так и машинами. Это позволяет эффективно проверять контент на соответствие установленным правилам и стандартам платформы.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Сколько по времени длится модерация?', 'Кем осуществляется модерация в RUTUBE?', 'Что проверяют при модерации?', 'Что такое модерация на RUTUBE?', 'Сколько пользователей можно назначить на роль Модератора комментариев?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'В каком порядке публикуются и отображаются видео на канале?', 'Какие возможности взаимодействия со Студией доступны пользователю с правами Модератора комментариев?', 'Почему могут отключить монетизацию из-за искусственного завышения показателей на видео и как этого избежать? ', 'Что такое онлайн-чат и как им управлять?']","[['Что такое модерация на RUTUBE?', 0.796707272529602], ['Кем осуществляется модерация в RUTUBE?', 0.5850233435630798], ['Что проверяют при модерации?', 0.092659592628479]]"
Вы модерируете сами или это роботы?,"Модерация контента на RUTUBE осуществляется как вручную, так и с помощью автоматизированных систем. Это позволяет эффективно контролировать качество и соответствие загружаемого контента установленным требованиям.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Кем осуществляется модерация в RUTUBE?', 'Сколько по времени длится модерация?', 'Что проверяют при модерации?', 'Что такое модерация на RUTUBE?', 'Кому принадлежат авторские права на контент, который я размещаю на платформе?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Как подтвердить права на использование контента для монетизации?', 'Сколько пользователей можно назначить на роль Модератора комментариев?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?', 'Можно ли управлять другим каналом через приложение Студия RUTUBE?']","[['Что такое модерация на RUTUBE?', 0.1338086724281311], ['Кем осуществляется модерация в RUTUBE?', 0.10973954200744629], ['Что проверяют при модерации?', 0.03524310514330864]]"
Сколь ждать модерации видео?,Я не знаю.,МОДЕРАЦИЯ,Долгая модерация,"['Сколько по времени длится модерация?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Сколько времени занимает рассмотрение заявки на верификацию канала?', 'Сколько видео можно загружать одновременно?', 'Сколько комментариев можно закрепить под видео?', 'Сколько времени дается на исправление нарушений на канале?', 'Кем осуществляется модерация в RUTUBE?', 'Сколько пользователей можно назначить на роль Модератора комментариев?', 'Какие требования к обложке видео?', 'Какие требования к обложке видео?']","[['Сколько по времени длится модерация?', 0.21982455253601074], ['Сколько времени занимает рассмотрение заявки на верификацию канала?', 0.12689076364040375], ['Какие требования к обложке видео?', 0.10586166381835938]]"
"Скажите, а сколько примерно по времени занимает модерация",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Кем осуществляется модерация в RUTUBE?', 'Что такое модерация на RUTUBE?', 'Сколько по времени длится модерация?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Как завести канал на RUTUBE?', 'С какой кадровой частотой могут идти трансляции на RUTUBE?', 'Как эмбедировать видео с RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Как перенести видео с YouTube на RUTUBE?', 'Что такое личный канал на RUTUBE?']","[['Что такое модерация на RUTUBE?', 0.9070611596107483], ['Кем осуществляется модерация в RUTUBE?', 0.8423606157302856], ['С какой кадровой частотой могут идти трансляции на RUTUBE?', 0.09394209086894989]]"
"Здравствуйте! При модерации высветилось ""Видео удалено за нарушение пользовательского соглашения"". Не понимаю, что именно оно нарушает.",Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Как пожаловаться на видео, если оно нарушает авторские права?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Я нашел на RUTUBE ролик, нарушающий ваши правила или противоречащий законам РФ.', 'Что нельзя публиковать на RUTUBE?', 'Кем осуществляется модерация в RUTUBE?', 'Есть ли ограничения на одновременное проведение трансляций на RUTUBE и на других площадках (YouTube, Twitch и VK)?', 'Что такое модерация на RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Можно ли удалить канал через приложение Студия RUTUBE?', 'Что такое личный канал на RUTUBE?']","[['Что такое модерация на RUTUBE?', 0.22288650274276733], ['Кем осуществляется модерация в RUTUBE?', 0.010709811933338642], ['Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 0.009070136584341526]]"
"Ваше видео отклонено, этьо что ?","Ваше видео могло быть отклонено по нескольким причинам. Основная причина, по которой может быть отклонено видео, связана с нарушением правил платформы, таких как авторские права или несоответствие тематике. Если вам необходимо более конкретное объяснение, рекомендую ознакомиться с правилами размещения контента на RUTUBE или обратиться в службу поддержки для получения детальной информации о причинах отклонения вашего видео.",МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Что значит «Ваше видео отклонено»?', 'При загрузке видео возникает ошибка. Что делать?', 'Почему изменилась категория у моего видео?', 'Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 'Почему изменена категория у моего видеоролика?', 'Почему заявка может быть отклонена?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Как удалить видео?', 'Как удалить мой видеоролик?', 'Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?']","[['Что значит «Ваше видео отклонено»?', 0.9552786946296692], ['Почему могут отключить монетизацию из-за авторского права на видео и как этого избежать?', 0.027142656967043877], ['Почему изменилась категория у моего видео?', 0.019709469750523567]]"
"Почему пишет, что моё видео отклонено?",Я не знаю.,ОТСУТСТВУЕТ,Отсутствует,"['Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Как перенести видео с YouTube на RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Как эмбедировать видео с RUTUBE?', 'Можно ли скачать видео с RUTUBE?', 'Почему изменилась категория у моего видео?', 'Можно ли перенести видео с YouTube на RUTUBE-канал?', 'Почему изменена категория у моего видеоролика?']","[['Можно ли скачать видео с RUTUBE?', 0.962030291557312], ['Можно ли перенести видео с YouTube на RUTUBE-канал?', 0.8814905881881714], ['Как перенести видео c YouTube на RUTUBE?', 0.7099098563194275]]"
Мой ролик не прошел стадию модерации? В чём причина?,Я не знаю.,МОДЕРАЦИЯ,Смена категории/возрастные ограничения,"['Почему изменена категория у моего видеоролика?', 'Почему изменилась категория у моего видео?', 'Я недавно загрузил видеоролик. Почему он до сих пор не появился на сайте?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 'Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Это мой ролик, я не давал разрешение на его публикацию.', 'Как изменить мой ролик?', 'Как изменить мой ролик?', 'Как удалить мой видеоролик?']","[['Почему изменена категория у моего видеоролика?', 0.8711843490600586], ['Почему изменилась категория у моего видео?', 0.4691928029060364], ['Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ', 0.41289883852005005]]"
Что делать если моё виде не прошло вашу модерацию?,Я не знаю.,МОДЕРАЦИЯ,Отклонение/блокировка видео,"['Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?)', 'Что такое модерация на RUTUBE?', 'Кем осуществляется модерация в RUTUBE?', 'Что нельзя публиковать на RUTUBE?', 'Как эмбедировать видео с RUTUBE?', 'Как перенести видео с YouTube на RUTUBE?', 'Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 'Как перенести видео c YouTube на RUTUBE?', 'Зачем нужна регистрация на RUTUBE?', 'Почему загруженный ролик не отображается в результатах поиска по RUTUBE? ']","[['Что такое модерация на RUTUBE?', 0.7476556301116943], ['Видео недавно загрузилось, почему оно до сих пор не появилось на RUTUBE?', 0.13243675231933594], ['Кем осуществляется модерация в RUTUBE?', 0.03781282901763916]]"
для чего нужно регистрироваться?,"Регистрация на RUTUBE необходима для того, чтобы пользователи могли создавать свои аккаунты, загружать контент, оставлять комментарии и взаимодействовать с другими пользователями. Она также позволяет пользователям получать доступ к дополнительным функциям платформы, таким как сохранение избранного, подписка на каналы и участие в обсуждениях.",УПРАВЛЕНИЕ АККАУНТОМ,Верификация,"['Зачем нужна регистрация на RUTUBE?', 'Для чего нужна верификация и что она дает пользователю?', 'Что нужно для регистрации на RUTUBE?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Могу ли я зарегистрироваться на RUTUBE, если я не из России?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ']","[['Для чего нужна верификация и что она дает пользователю?', 0.20784033834934235], ['Зачем нужна регистрация на RUTUBE?', 0.18222643435001373], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.14463865756988525]]"
Зачем мне регистрация?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Верификация,"['Зачем нужна регистрация на RUTUBE?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Для чего нужна верификация и что она дает пользователю?', 'Что нужно для регистрации на RUTUBE?', 'Могу ли я зарегистрироваться на RUTUBE, если я не из России?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?', 'Можно ли авторизоваться (выполнить вход) в приложении Студия RUTUBE без ввода проверочного кода?']","[['Для чего нужна верификация и что она дает пользователю?', 0.24952282011508942], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.06327137351036072], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.06327137351036072]]"
"что я должен ввести, чтобы зарегистрироваться?","Чтобы зарегистрироваться на RUTUBE, вам понадобятся следующие данные: адрес электронной почты, пароль, а также возможно, дополнительные данные, требуемые для создания вашего аккаунта.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Что нужно для регистрации на RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Для чего нужна верификация и что она дает пользователю?', 'Какие данные пользователя потребуются, чтобы предоставить доступ к студии моего канала?', 'Зачем нужна регистрация на RUTUBE?', 'Какие документы нужны для заявки на монетизацию?', 'Какие документы нужны для заявки на монетизацию?', 'Что дает платная подписка? Как оформить?', 'Как подать заявку на верификацию канала?']","[['Что нужно для регистрации на RUTUBE?', 0.22560957074165344], ['Какие данные пользователя потребуются, чтобы предоставить доступ к студии моего канала?', 0.16358080506324768], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.05302560701966286]]"
что мне нужно чтобы пройти регистрацию?,Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Верификация,"['Что нужно для регистрации на RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Как зарегистрироваться в приложении Студия RUTUBE?', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Зачем нужна регистрация на RUTUBE?', 'Какие документы нужны для заявки на монетизацию?', 'Какие документы нужны для заявки на монетизацию?', 'Для чего нужна верификация и что она дает пользователю?', 'Как подать заявку на верификацию канала?', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ']","[['Как подать заявку на верификацию канала?', 0.26166191697120667], ['Зачем нужна регистрация на RUTUBE?', 0.16652950644493103], ['Как зарегистрироваться в приложении Студия RUTUBE?', 0.07387921959161758]]"
"Подтверждение e-mail, это что?","Подтверждение e-mail — это процесс, при котором пользователь подтверждает свою электронную почту для обеспечения безопасности своего аккаунта и получения доступа к полному функционалу сервиса. Этот шаг часто требуется для верификации учетной записи и предотвращения несанкционированного доступа.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Что такое подтверждение e-mail?', 'Как проходит подтверждение номера телефона?', 'Для чего нужна верификация и что она дает пользователю?', 'Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.', 'Не получается загрузить видео — появляется окно с просьбой подтвердить почту, но она уже подтверждена.', 'Зачем нужно подтверждать номер телефона?', 'Кто может получить верификацию?', 'Как подать заявку на верификацию канала?', 'Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 'Почему заявка может быть отклонена?']","[['Что такое подтверждение e-mail?', 0.33313170075416565], ['Для чего нужна верификация и что она дает пользователю?', 0.24040308594703674], ['Зачем нужно подтверждать номер телефона?', 0.12365994602441788]]"
"Подтверждение e-mail, что за ссылка пришла?",Я не знаю.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Что такое подтверждение e-mail?', 'Почему заявка может быть отклонена?', 'Для чего нужна верификация и что она дает пользователю?', 'Как проходит подтверждение номера телефона?', 'По какой ссылке доступна запись трансляции?', 'Зачем нужно подтверждать номер телефона?', 'На какой сервис можно добавить ссылку?', 'Как получить ссылку в этих сервисах?', 'Не получается загрузить видеоролик — появляется окно с просьбой подтвердить e-mail, но я его уже подтвердил.', 'Как подать заявку на верификацию канала?']","[['Что такое подтверждение e-mail?', 0.47335511445999146], ['Для чего нужна верификация и что она дает пользователю?', 0.020781926810741425], ['Зачем нужно подтверждать номер телефона?', 0.0013441861374303699]]"
Не приходит письмо с подтверждением регистрации,"Если вам не приходит письмо с подтверждением регистрации, возможно, это связано с несколькими причинами. Убедитесь, что вы правильно ввели свой адрес электронной почты. Также проверьте папку ""Спам"" или ""Нежелательная почта"" в вашем почтовом ящике — иногда письма могут попадать туда. Если вы подтвердили свою регистрацию, но письмо все равно не пришло, попробуйте повторно запросить отправку письма с подтверждением.",УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация,"['Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 'Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 'Что такое подтверждение e-mail?', 'Пробую авторизоваться, а сервис пишет, что такого пользователя не существует или пароль неверный. Что делать?', 'Забыл свой пароль, а письмо для его восстановления не приходит на почту', 'Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 'Как проходит подтверждение номера телефона?', 'Для чего нужна верификация и что она дает пользователю?', 'Почему заявка может быть отклонена?', 'Не получается загрузить видео — появляется окно с просьбой подтвердить почту, но она уже подтверждена.']","[['Не могу зарегистрироваться/авторизоваться в приложении. Что делать?', 0.08816953003406525], ['Не могу зарегистрироваться/авторизоваться в приложении Студия RUTUBE. Что делать?  ', 0.08816953003406525], ['Я подтвердил свою регистрацию, но письмо с подтверждением на мой e-mail не пришло', 0.0797668918967247]]"
